           1           1 -0.81936299999999995        1.7840271019999999E-015
           1           2  -6.9496000000000002E-008   1.4137040000000009E-006
           1           3  -3.0144000000000015E-005  -2.7976999999999993E-005
           1           4  -1.5940099999999999E-004  -6.4841899999999993E-005
           1           5  -1.6642500000000013E-004  -3.3153499999999999E-004
           1           6   3.3791000000000002E-005   3.2008999999999998E-005
           1           7  -3.7856450000000001E-009  -4.2060400000000001E-009
           1           8   1.8604499999999999E-009   1.9546200000000000E-009
           1           9   2.5071730000000003E-009  -2.4441740000000003E-009
           1          10   1.3291100000000002E-004   2.3914199999999994E-004
           1          11   3.5640140000000000E-009  -4.5560799999999994E-009
           1          12   3.1864200000000003E-009   1.5733809999999999E-009
           1          13  -1.4876050000000003E-009   1.5170909599999999E-009
           1          14  -6.5810399999999996E-005  -4.8686000000000001E-005
           1          15   2.6502741999999999E-006   3.4501078000000001E-005
           1          16  -3.0983099999999934E-011  -2.2906020000000002E-009
           1          17  -3.6951300000000002E-010  -1.4452270000000001E-009
           1          18  -1.1093549999999998E-009  -2.2581900000000000E-009
           1          19   4.8046740000000002E-009  -3.0761119999999994E-009
           1          20  -1.6858900000000000E-003  -3.0862799999999994E-003
           1          21  -8.0743099999999995E-004  -2.3580700000000001E-004
           1          22   6.4930000000000039E-008  -3.0592000000000003E-007
           2           1  -6.9497000000000030E-008  -1.4138140000000001E-006
           2           2 -0.81441799999999998       -9.8859194000000020E-016
           2           3  -3.9071000000000019E-005   3.6819000000000001E-005
           2           4  -3.1703000000000010E-004   6.4273000000000021E-004
           2           5   1.5838000000000001E-004  -6.5627200000000001E-005
           2           6   5.4840000000000010E-005  -5.0135000000000007E-005
           2           7  -1.7754700000000003E-009   1.7489139999999999E-009
           2           8  -2.7546830000000000E-009  -5.0897999999999993E-010
           2           9  -4.3664599999999994E-009   2.1033319999999998E-009
           2          10  -4.3734399999999999E-004   2.0335600000000000E-004
           2          11  -4.1690999999999996E-010   6.1526260000000005E-009
           2          12   3.8160200000000002E-010   5.1718849999999997E-009
           2          13   4.3241000000000000E-009  -6.3599879999999999E-009
           2          14  -1.9887729999999998E-005   2.3226397000000004E-005
           2          15   8.4978800000000007E-002  -3.0939300000000004E-004
           2          16   1.5396030000000001E-009   8.7051900000000000E-010
           2          17   1.5619900000000001E-009  -9.1189999999999972E-011
           2          18  -2.1336679999999999E-009  -8.1925100000000003E-009
           2          19  -7.9396999999999990E-010  -5.4942399999999998E-009
           2          20   8.2471500000000006E-004  -3.7617899999999998E-004
           2          21   1.1266283999999995E-004  -3.0280029999999987E-004
           2          22  -8.8497999999999995E-004  -3.2999560000000002E-004
           3           1  -3.0144000000000015E-005   2.7976999999999993E-005
           3           2  -3.9071000000000019E-005  -3.6819000000000001E-005
