           1           1 -0.81936299999999995       -1.5307761999999997E-015
           1           2   5.2823000000000095E-008  -1.4882330000000013E-006
           1           3  -2.9932000000000011E-005   2.8230999999999994E-005
           1           4  -1.6132200000000001E-004   5.9853099999999998E-005
           1           5  -1.6991599999999999E-004   3.2964499999999999E-004
           1           6  -3.4942000000000019E-005   3.0707000000000003E-005
           1           7   3.1249729999999999E-009   4.7786370000000002E-009
           1           8  -2.8447799999999998E-009   6.5615099999999996E-009
           1           9   1.1278318000000000E-009  -9.9701799999999971E-010
           1          10   1.0420399999999999E-004  -2.5295099999999990E-004
           1          11   4.8648798999999998E-010   2.9246899999999998E-009
           1          12  -5.2379199999999996E-009  -3.1414280000000002E-009
           1          13   4.1126000000000000E-009   3.1427099999999990E-010
           1          14   5.2627029999999998E-005  -6.2704419999999990E-005
           1          15  -3.1140108000000000E-006   3.4462575999999999E-005
           1          16  -3.2187119999999993E-009  -3.8878300000000002E-009
           1          17   3.2088739999999999E-009   2.8217809999999992E-009
           1          18   9.4768400000000001E-010  -3.1654129999999997E-010
           1          19  -2.3782600000000004E-009   5.4318799999999992E-009
           1          20   1.3496599999999997E-003  -3.2474899999999996E-003
           1          21   7.3484700000000006E-004  -4.0933100000000003E-004
           1          22  -6.7480000000000019E-008  -3.2491999999999955E-007
           2           1   5.2833999999999949E-008   1.4882320000000002E-006
           2           2 -0.81442799999999993       -7.1914184999999985E-016
           2           3  -4.2407999999999991E-005  -3.2791999999999994E-005
           2           4  -3.5381999999999992E-004  -6.2323000000000001E-004
           2           5   1.6307099999999998E-004   5.3067599999999993E-005
           2           6  -5.7356999999999959E-005  -4.7087000000000019E-005
           2           7  -4.5755300000000006E-010  -1.3323410000000003E-009
           2           8  -1.9981000000000078E-011   5.1777900000000002E-009
           2           9   3.1171299999999992E-010   3.6695399999999993E-009
           2          10  -4.6965300000000000E-004  -1.0972890000000000E-004
           2          11   1.7713279999999999E-009  -1.3484420000000002E-009
           2          12  -1.0680000000000009E-011  -1.6657999999999993E-011
           2          13   9.9457189999999999E-010  -3.2819000000000000E-009
           2          14   2.6266402000000002E-005   1.5675520000000001E-005
           2          15  -8.4759300000000010E-002   6.0976800000000003E-003
           2          16  -1.3461430000000002E-009   6.2802999999999995E-010
           2          17  -3.3904779999999998E-009   6.2025399999999993E-010
           2          18   2.3941899999999998E-010  -4.8940320000000010E-009
           2          19  -6.9956100000000002E-010   3.5374789999999998E-009
           2          20  -8.8202499999999993E-004  -2.0904599999999998E-004
           2          21  -2.0045304000000015E-004  -2.5336847999999989E-004
           2          22   8.5656600000000001E-004  -3.9797729999999998E-004
           3           1  -2.9932000000000011E-005  -2.8230999999999994E-005
           3           2  -4.2407999999999991E-005   3.2791999999999994E-005
           3           3 -0.79125800000000002       -5.0054353599999996E-015
           3           4   1.0645199999999999E-004   4.2576600000000008E-005
           3           5   1.2066899999999999E-004  -4.5293200000000002E-005
           3           6   3.3903000000000016E-002   4.5235999999999974E-004
           3           7  -7.7889999999999997E-010  -1.6095399999999998E-009
           3           8   3.6637400000000004E-009  -7.0536000000000003E-010
           3           9   1.4232800000000001E-009  -5.0308099999999995E-009
           3          10  -3.5483219999999998E-004   1.6903026000000002E-004
           3          11   1.2994299999999997E-009  -2.3697590000000000E-009
           3          12  -8.0551300000000001E-009  -2.8344629999999999E-009
           3          13   1.0468999999999987E-010  -6.3726100000000004E-010
           3          14  -6.0380909999999996E-002   8.3468340000000009E-003
           3          15  -9.9140100000000010E-005   9.1464100000000011E-005
           3          16  -4.6765500000000008E-009  -2.6589499999999998E-009
           3          17   3.0322889999999998E-009  -3.1931499999999999E-009
           3          18  -4.1834000000000008E-011  -1.4799799999999997E-009
           3          19   1.6484629999999996E-010  -1.8033870000000000E-009
           3          20  -7.9884199999999991E-004   3.7744400000000000E-004
           3          21  -8.5605969999999997E-004  -1.9805920000000001E-004
           3          22  -1.7645299999999998E-003   3.5458599999999996E-003
           4           1  -1.6132200000000001E-004  -5.9853099999999998E-005
           4           2  -3.5391999999999997E-004   6.2324000000000006E-004
           4           3   1.0645199999999999E-004  -4.2576600000000008E-005
           4           4  -1.0734410000000001        1.8561663320000001E-015
           4           5   3.6919999999999470E-007  -2.1929999999999890E-007
           4           6   1.5396160000000000E-004  -5.9081750000000004E-005
           4           7   3.5948560000000001E-009  -5.9614290000000007E-009
           4           8  -4.1703000000000000E-009  -1.0656570000000001E-009
           4           9   9.7747700000000030E-010   4.9443599999999997E-010
           4          10   4.3383630000000005E-005  -4.6979210000000000E-005
           4          11  -4.3733900000000008E-009   2.8062300000000001E-009
           4          12  -1.3987500000000002E-009   6.0211399999999997E-009
           4          13   3.8241000000000005E-009   1.7136889999999998E-009
           4          14  -6.5450500000000000E-004   3.7277900000000000E-004
           4          15  -1.6134100000000007E-004   3.3878000000000011E-004
           4          16   1.9396960000000002E-009   1.8940380000000000E-009
           4          17   3.7162999999999965E-011  -3.3151900000000000E-009
           4          18  -2.1459000000000002E-009  -5.5770699999999992E-009
           4          19  -1.3543400000000001E-009   1.0628510000000002E-009
           4          20   1.5827609999999998E-004  -1.7039980000000001E-004
           4          21   8.7550499999999989E-002  -1.3505740000000000E-002
           4          22  -4.2079279999999999E-006   5.0699750000000002E-005
           5           1  -1.6991699999999998E-004  -3.2964600000000001E-004
           5           2   1.6307099999999998E-004  -5.3067599999999993E-005
           5           3   1.2066899999999999E-004   4.5293100000000002E-005
           5           4   3.6919999999999470E-007   2.1929999999999890E-007
           5           5  -1.0719000000000001       -6.5403212000000011E-016
           5           6   1.4695850000000002E-004   5.7465560000000005E-005
           5           7  -1.6231470000000000E-009   3.0982722999999998E-009
           5           8   2.1487790000000002E-009   7.2214099999999998E-009
           5           9   4.9649499999999999E-009   1.5291400000000000E-009
           5          10   7.0676099999999992E-002  -6.0348099999999998E-003
           5          11   8.9994000000000155E-011   3.0790669999999997E-009
           5          12   3.7563499999999998E-009  -2.0331300000000000E-009
           5          13  -4.1881100000000024E-010   4.3811700000000011E-010
           5          14  -7.7105600000000000E-004  -1.7407110000000001E-004
           5          15  -6.9859600000000000E-004   2.8431699999999997E-004
           5          16   1.9309999999999998E-010  -8.6717400000000005E-010
           5          17  -3.4996069999999995E-009  -1.0099999999999996E-010
           5          18   3.1999239999999999E-009   3.2523099999999993E-010
           5          19   7.6852100000000006E-010  -2.6403600000000002E-009
           5          20   6.1396672000000013E-002  -5.0457362000000004E-003
           5          21  -2.0493710000000001E-004  -1.3617609999999999E-004
           5          22  -5.0791500000000003E-005   4.7388099999999994E-005
           6           1  -3.4942000000000019E-005  -3.0707000000000003E-005
           6           2  -5.7356999999999959E-005   4.7088000000000007E-005
           6           3   3.3903000000000016E-002  -4.5235999999999974E-004
           6           4   1.5396169999999998E-004   5.9081750000000004E-005
           6           5   1.4695850000000002E-004  -5.7465550000000004E-005
           6           6  -1.2549660000000000        4.0832996000000008E-015
           6           7  -2.5234899999999999E-009   7.1299000000000024E-010
           6           8   9.3238999999999992E-010  -4.0873810000000003E-009
           6           9  -6.7857000000000007E-010   7.9026900000000001E-009
           6          10   4.0304799999999998E-004  -1.9865300000000000E-004
           6          11  -1.7812170000000001E-009  -1.9372770000000000E-009
           6          12  -1.6893399999999999E-009  -1.3864629999999999E-009
           6          13  -8.9862100000000010E-009  -4.5329030000000005E-009
           6          14   7.3681400000000008E-002  -1.1189310000000001E-002
           6          15  -3.9023999999999998E-005   3.7068700000000000E-005
           6          16  -2.5033030000000000E-009  -3.1729340000000002E-009
